From,UniprotID,Reviewed,Entry Name,Protein names,Gene,Organism,Length,Uniprot_Gene
PRPF8,A0A994J3N2,unreviewed,A0A994J3N2_HUMAN,Pre-mRNA processing factor 8,PRPF8,Homo sapiens (Human),35,A0A994J3N2_PRPF8
PRPF8,A0A994J491,unreviewed,A0A994J491_HUMAN,Pre-mRNA processing factor 8,PRPF8,Homo sapiens (Human),2290,A0A994J491_PRPF8
PRPF8,A0A994J6E8,unreviewed,A0A994J6E8_HUMAN,Pre-mRNA processing factor 8,PRPF8,Homo sapiens (Human),2286,A0A994J6E8_PRPF8
PRPF8,A0A994J6S8,unreviewed,A0A994J6S8_HUMAN,Pre-mRNA processing factor 8,PRPF8,Homo sapiens (Human),918,A0A994J6S8_PRPF8
PRPF8,I3L0J9,unreviewed,I3L0J9_HUMAN,Pre-mRNA processing factor 8 (Pre-mRNA-processing-splicing factor 8),PRPF8,Homo sapiens (Human),1012,I3L0J9_PRPF8
PRPF8,I3L1T8,unreviewed,I3L1T8_HUMAN,Pre-mRNA processing factor 8,PRPF8,Homo sapiens (Human),116,I3L1T8_PRPF8
PRPF8,I3L3Z8,unreviewed,I3L3Z8_HUMAN,Pre-mRNA processing factor 8,PRPF8,Homo sapiens (Human),2275,I3L3Z8_PRPF8
EIF3H,O15372,reviewed,EIF3H_HUMAN,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit),EIF3H EIF3S3,Homo sapiens (Human),352,O15372_EIF3H
EIF3H,B3KS98,unreviewed,B3KS98_HUMAN,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3 gamma) (eIF3 p40 subunit),EIF3H EIF3S3 hCG_20900,Homo sapiens (Human),366,B3KS98_EIF3H
EIF3H,E5RFH0,unreviewed,E5RFH0_HUMAN,Eukaryotic translation initiation factor 3 subunit H,EIF3H,Homo sapiens (Human),170,E5RFH0_EIF3H
EIF3H,E5RFW7,unreviewed,E5RFW7_HUMAN,Eukaryotic translation initiation factor 3 subunit H,EIF3H,Homo sapiens (Human),97,E5RFW7_EIF3H
EIF3H,E5RGU4,unreviewed,E5RGU4_HUMAN,Eukaryotic translation initiation factor 3 subunit H,EIF3H,Homo sapiens (Human),235,E5RGU4_EIF3H
EIF3H,E5RH59,unreviewed,E5RH59_HUMAN,Eukaryotic translation initiation factor 3 subunit H,EIF3H,Homo sapiens (Human),56,E5RH59_EIF3H
EIF3H,E5RHC7,unreviewed,E5RHC7_HUMAN,Eukaryotic translation initiation factor 3 subunit H,EIF3H,Homo sapiens (Human),46,E5RHC7_EIF3H
EIF3H,E5RJT0,unreviewed,E5RJT0_HUMAN,Eukaryotic translation initiation factor 3 subunit H,EIF3H,Homo sapiens (Human),244,E5RJT0_EIF3H
EIF3H,Q5BKY2,unreviewed,Q5BKY2_HUMAN,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3 gamma) (eIF3 p40 subunit),EIF3H EIF3S3,Homo sapiens (Human),349,Q5BKY2_EIF3H
EIF3H,Q6IB98,unreviewed,Q6IB98_HUMAN,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3 gamma) (eIF3 p40 subunit),EIF3S3 EIF3H hCG_20900,Homo sapiens (Human),352,Q6IB98_EIF3H
EIF3F,O00303,reviewed,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),EIF3F EIF3S5,Homo sapiens (Human),357,O00303_EIF3F
EIF3F,A0A1W2PP79,unreviewed,A0A1W2PP79_HUMAN,Eukaryotic translation initiation factor 3 subunit F,EIF3F,Homo sapiens (Human),172,A0A1W2PP79_EIF3F
EIF3F,A0A7I2V4S2,unreviewed,A0A7I2V4S2_HUMAN,Eukaryotic translation initiation factor 3 subunit F,EIF3F,Homo sapiens (Human),124,A0A7I2V4S2_EIF3F
EIF3F,A0A7I2YQA0,unreviewed,A0A7I2YQA0_HUMAN,Eukaryotic translation initiation factor 3 subunit F,EIF3F,Homo sapiens (Human),218,A0A7I2YQA0_EIF3F
EIF3F,B3KSH1,unreviewed,B3KSH1_HUMAN,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),EIF3F EIF3S5 hCG_1784554,Homo sapiens (Human),372,B3KSH1_EIF3F
EIF3F,B4DMT5,unreviewed,B4DMT5_HUMAN,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),EIF3F EIF3S5,Homo sapiens (Human),307,B4DMT5_EIF3F
EIF3F,E9PQV8,unreviewed,E9PQV8_HUMAN,Eukaryotic translation initiation factor 3 subunit F,EIF3F,Homo sapiens (Human),55,E9PQV8_EIF3F
EIF3F,H0YDT6,unreviewed,H0YDT6_HUMAN,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),EIF3F EIF3S5,Homo sapiens (Human),359,H0YDT6_EIF3F
EIF3F,Q9BX72,unreviewed,Q9BX72_HUMAN,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),IFP38 EIF3F EIF3S5,Homo sapiens (Human),348,Q9BX72_EIF3F
XRCC6BP1,Q9Y6H3,reviewed,ATP23_HUMAN,Mitochondrial inner membrane protease ATP23 homolog (EC 3.4.24.-) (Ku70-binding protein 3) (XRCC6-binding protein 1),ATP23 KUB3 XRCC6BP1,Homo sapiens (Human),246,Q9Y6H3_XRCC6BP1
XRCC6BP1,Q8N4L5,unreviewed,Q8N4L5_HUMAN,XRCC6BP1 protein,XRCC6BP1,Homo sapiens (Human),112,Q8N4L5_XRCC6BP1
FACE2,Q9Y256,reviewed,FACE2_HUMAN,CAAX prenyl protease 2 (EC 3.4.-.-) (Farnesylated proteins-converting enzyme 2) (FACE-2) (Prenyl protein-specific endoprotease 2) (RCE1 homolog) (hRCE1),RCE1 FACE2 RCE1A RCE1B,Homo sapiens (Human),329,Q9Y256_FACE2
ASPA,P45381,reviewed,ACY2_HUMAN,Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2),ASPA ACY2 ASP,Homo sapiens (Human),313,P45381_ASPA
ASPA,I3L0T3,unreviewed,I3L0T3_HUMAN,Aspartoacylase,ASPA,Homo sapiens (Human),78,I3L0T3_ASPA
ASPA,I3L4M0,unreviewed,I3L4M0_HUMAN,Aspartoacylase,ASPA,Homo sapiens (Human),56,I3L4M0_ASPA
ASPA,Q6FH48,unreviewed,Q6FH48_HUMAN,"ASPA protein (Aspartoacylase (Canavan disease), isoform CRA_a) (cDNA, FLJ93347, Homo sapiens aspartoacylase (aminoacylase 2, Canavan disease)(ASPA), mRNA)",ASPA hCG_32633,Homo sapiens (Human),313,Q6FH48_ASPA
ACY3,Q96HD9,reviewed,ACY3_HUMAN,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) (EC 3.5.1.114) (Acylase III) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1) (HCV core-binding protein 1),ACY3 ASPA2,Homo sapiens (Human),319,Q96HD9_ACY3
ACY3,A0A024R5L2,unreviewed,A0A024R5L2_HUMAN,"Aspartoacylase (Aminocyclase) 3, isoform CRA_a",ACY3 hCG_21064,Homo sapiens (Human),319,A0A024R5L2_ACY3
ACY3,E9PRA7,unreviewed,E9PRA7_HUMAN,Aminoacylase 3,ACY3,Homo sapiens (Human),198,E9PRA7_ACY3
TTR,P02766,reviewed,TTHY_HUMAN,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR PALB,Homo sapiens (Human),147,P02766_TTR
TTR,A0A087WT59,unreviewed,A0A087WT59_HUMAN,Transthyretin,TTR,Homo sapiens (Human),115,A0A087WT59_TTR
TTR,A0A087WV45,unreviewed,A0A087WV45_HUMAN,Transthyretin,TTR,Homo sapiens (Human),23,A0A087WV45_TTR
TTR,E9KL36,unreviewed,E9KL36_HUMAN,Transthyretin,TTR HEL111 hCG_25470,Homo sapiens (Human),147,E9KL36_TTR
TTR,Q13736,unreviewed,Q13736_HUMAN,TTR protein,TTR,Homo sapiens (Human),60,Q13736_TTR
TTR,Q13739,unreviewed,Q13739_HUMAN,TTR protein,TTR,Homo sapiens (Human),69,Q13739_TTR
TTR,V9GZJ0,unreviewed,V9GZJ0_HUMAN,TTR protein,TTR,Homo sapiens (Human),49,V9GZJ0_TTR
SPRTN,Q9H040,reviewed,SPRTN_HUMAN,DNA-dependent metalloprotease SPRTN (EC 3.4.24.-) (DNA damage protein targeting VCP) (DVC1) (Protein with SprT-like domain at the N terminus) (Spartan),SPRTN C1orf124 DVC1 UNQ1880/PRO4323,Homo sapiens (Human),489,Q9H040_SPRTN
SPRTN,B1AKT1,unreviewed,B1AKT1_HUMAN,SprT-like N-terminal domain,SPRTN,Homo sapiens (Human),187,B1AKT1_SPRTN
OSGEP,Q9NPF4,reviewed,OSGEP_HUMAN,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase) (hOSGEP) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein OSGEP) (tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP),OSGEP GCPL1,Homo sapiens (Human),335,Q9NPF4_OSGEP
OSGEP,G3V249,unreviewed,G3V249_HUMAN,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),OSGEP,Homo sapiens (Human),111,G3V249_OSGEP
OSGEP,G3V445,unreviewed,G3V445_HUMAN,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),OSGEP,Homo sapiens (Human),149,G3V445_OSGEP
OSGEPL1,Q9H4B0,reviewed,OSGL1_HUMAN,"tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase-like protein 1) (OSGEP-like protein 1) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein OSGEPL1) (tRNA threonylcarbamoyladenosine biosynthesis protein OSGEPL1)",OSGEPL1 GCP1,Homo sapiens (Human),414,Q9H4B0_OSGEPL1
OSGEPL1,E5RGZ1,unreviewed,E5RGZ1_HUMAN,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),OSGEPL1,Homo sapiens (Human),174,E5RGZ1_OSGEPL1
OSGEPL1,E5RIL9,unreviewed,E5RIL9_HUMAN,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),OSGEPL1,Homo sapiens (Human),203,E5RIL9_OSGEPL1
OSGEPL1,E7EVL7,unreviewed,E7EVL7_HUMAN,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),OSGEPL1,Homo sapiens (Human),222,E7EVL7_OSGEPL1
KLK1,P06870,reviewed,KLK1_HUMAN,Kallikrein-1 (EC 3.4.21.35) (Kidney/pancreas/salivary gland kallikrein) (Tissue kallikrein),KLK1,Homo sapiens (Human),262,P06870_KLK1
KLK1,A0A1L2BPJ1,unreviewed,A0A1L2BPJ1_HUMAN,Kallikrein-1 isoform 3,KLK1 hK1 Klk6 KLKR,Homo sapiens (Human),234,A0A1L2BPJ1_KLK1
KLK1,A0A1L2BPJ2,unreviewed,A0A1L2BPJ2_HUMAN,Kallikrein-1 isoform 4,KLK1 hK1 Klk6 KLKR,Homo sapiens (Human),160,A0A1L2BPJ2_KLK1
KLK1,A0A1R3UCD2,unreviewed,A0A1R3UCD2_HUMAN,"Kallikrein 1, renal/pancreas/salivary, isoform CRA_a (Kallikrein A1)",KLNA1 KLK1 hCG_22931,Homo sapiens (Human),262,A0A1R3UCD2_KLK1
KLK1,M0R318,unreviewed,M0R318_HUMAN,Kallikrein 1,KLK1,Homo sapiens (Human),56,M0R318_KLK1
KLK1,Q6T776,unreviewed,Q6T776_HUMAN,"Kallikrein 1 isoform 3 preproprotein (Kallikrein 1, renal/pancreas/salivary, isoform CRA_c)",KLK1 hCG_22931,Homo sapiens (Human),172,Q6T776_KLK1
KLK2,P20151,reviewed,KLK2_HUMAN,Kallikrein-2 (EC 3.4.21.35) (Glandular kallikrein-1) (hGK-1) (Tissue kallikrein-2),KLK2,Homo sapiens (Human),261,P20151_KLK2
KLK2,A0A024R4J4,unreviewed,A0A024R4J4_HUMAN,"Kallikrein 2, prostatic, isoform CRA_a (Kallikrein A3)",KLK2 KLNA3 hCG_22932,Homo sapiens (Human),261,A0A024R4J4_KLK2
KLK2,A0A024R4N3,unreviewed,A0A024R4N3_HUMAN,"Kallikrein 2, prostatic, isoform CRA_b",KLK2 hCG_22932,Homo sapiens (Human),223,A0A024R4N3_KLK2
KLK2,A0A075B7A6,unreviewed,A0A075B7A6_HUMAN,Kallikrein related peptidase 2,KLK2,Homo sapiens (Human),184,A0A075B7A6_KLK2
KLK2,A0A2H4GDA3,unreviewed,A0A2H4GDA3_HUMAN,Kallikrein-2 isoform 5,KLK2 hGK-1 hK2 KLK2A2,Homo sapiens (Human),165,A0A2H4GDA3_KLK2
KLK2,A0A2H4GDA4,unreviewed,A0A2H4GDA4_HUMAN,Kallikrein-2 isoform 6,KLK2 hGK-1 hK2 KLK2A2,Homo sapiens (Human),121,A0A2H4GDA4_KLK2
KLK2,A0A2H4GDA5,unreviewed,A0A2H4GDA5_HUMAN,Kallikrein-2 isoform 8,KLK2 hGK-1 hK2 KLK2A2,Homo sapiens (Human),190,A0A2H4GDA5_KLK2
KLK2,A0A2H4GDB0,unreviewed,A0A2H4GDB0_HUMAN,Kallikrein-2 isoform 7,KLK2 hGK-1 hK2 KLK2A2,Homo sapiens (Human),112,A0A2H4GDB0_KLK2
KLK2,A0A2H4GDB1,unreviewed,A0A2H4GDB1_HUMAN,Kallikrein-2 isoform 4,KLK2 hGK-1 hK2 KLK2A2,Homo sapiens (Human),123,A0A2H4GDB1_KLK2
KLK2,M0QXQ7,unreviewed,M0QXQ7_HUMAN,Kallikrein related peptidase 2,KLK2,Homo sapiens (Human),122,M0QXQ7_KLK2
KLK2,M0R0M2,unreviewed,M0R0M2_HUMAN,Kallikrein related peptidase 2,KLK2,Homo sapiens (Human),51,M0R0M2_KLK2
KLK2,M0R0M4,unreviewed,M0R0M4_HUMAN,Kallikrein related peptidase 2,KLK2,Homo sapiens (Human),43,M0R0M4_KLK2
KLK2,M0R1T3,unreviewed,M0R1T3_HUMAN,Kallikrein related peptidase 2,KLK2,Homo sapiens (Human),69,M0R1T3_KLK2
KLK2,M0R2W5,unreviewed,M0R2W5_HUMAN,Kallikrein related peptidase 2,KLK2,Homo sapiens (Human),22,M0R2W5_KLK2
KLK2,Q6T774,unreviewed,Q6T774_HUMAN,Kallikrein 2 isoform 6 preproprotein (Kallikrein related peptidase 2),KLK2,Homo sapiens (Human),49,Q6T774_KLK2
KLK2,Q6T775,unreviewed,Q6T775_HUMAN,Kallikrein 2 isoform 5 preproprotein,KLK2,Homo sapiens (Human),180,Q6T775_KLK2
KLK3,P03952,reviewed,KLKB1_HUMAN,Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain],KLKB1 KLK3,Homo sapiens (Human),638,P03952_KLK3
KLK3,P07288,reviewed,KLK3_HUMAN,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),KLK3 APS,Homo sapiens (Human),261,P07288_KLK3
KLK3,A0A0B4J1X3,unreviewed,A0A0B4J1X3_HUMAN,"Kallikrein 3, (Prostate specific antigen), isoform CRA_f (Kallikrein related peptidase 3)",KLK3 hCG_22929,Homo sapiens (Human),90,A0A0B4J1X3_KLK3
KLK3,M0QX57,unreviewed,M0QX57_HUMAN,"Kallikrein 3, (Prostate specific antigen), isoform CRA_a (Kallikrein related peptidase 3)",KLK3 hCG_22929,Homo sapiens (Human),124,M0QX57_KLK3
KLK3,M0QZF9,unreviewed,M0QZF9_HUMAN,Kallikrein related peptidase 3,KLK3,Homo sapiens (Human),172,M0QZF9_KLK3
KLK3,M0R1F0,unreviewed,M0R1F0_HUMAN,Kallikrein related peptidase 3,KLK3,Homo sapiens (Human),262,M0R1F0_KLK3
KLK3,M0R1Z7,unreviewed,M0R1Z7_HUMAN,Kallikrein related peptidase 3,KLK3,Homo sapiens (Human),172,M0R1Z7_KLK3
KLK3,M0R294,unreviewed,M0R294_HUMAN,"Kallikrein 3, (Prostate specific antigen), isoform CRA_d (Kallikrein related peptidase 3)",KLK3 hCG_22929,Homo sapiens (Human),195,M0R294_KLK3
KLK3,Q546G3,unreviewed,Q546G3_HUMAN,"Kallikrein 3, (Prostate specific antigen), isoform CRA_m (Kallikrein A2) (Prostate specific antigen) (cDNA, FLJ93384, Homo sapiens kallikrein 3, (prostate specific antigen) (KLK3),transcript variant 1, mRNA)",KLK3 KLNA2 hCG_22929,Homo sapiens (Human),261,Q546G3_KLK3
KLK3,Q7LBD2,unreviewed,Q7LBD2_HUMAN,"Kallikrein 3, (Prostate specific antigen), isoform CRA_k (Kallikrein related peptidase 3) (Prostate specific antigen) (Prostate-specific antigen variant 1) (Prostate-specific antigen variant 2)",KLK3 hCG_22929,Homo sapiens (Human),104,Q7LBD2_KLK3
KLK3,Q8NCW4,unreviewed,Q8NCW4_HUMAN,Prostate specific antigen,KLK3,Homo sapiens (Human),220,Q8NCW4_KLK3
KLK3,Q96A30,unreviewed,Q96A30_HUMAN,"Kallikrein 3, (Prostate specific antigen), isoform CRA_e (Putative preproPSA-RP2)",KLK3 hCG_22929,Homo sapiens (Human),180,Q96A30_KLK3
KLK4,Q9Y5K2,reviewed,KLK4_HUMAN,Kallikrein-4 (EC 3.4.21.-) (Enamel matrix serine proteinase 1) (Kallikrein-like protein 1) (KLK-L1) (Prostase) (Serine protease 17),KLK4 EMSP1 PRSS17 PSTS,Homo sapiens (Human),254,Q9Y5K2_KLK4
KLK4,A0A0C4DFQ5,unreviewed,A0A0C4DFQ5_HUMAN,"Kallikrein 4 (Prostase, enamel matrix, prostate), isoform CRA_a (Kallikrein B1) (Kallikrein related peptidase 4)",KLK4 KLNB1 hCG_1641510,Homo sapiens (Human),254,A0A0C4DFQ5_KLK4
KLK4,A0A5B8NGJ8,unreviewed,A0A5B8NGJ8_HUMAN,KLK4-KLKP1 fusion protein,KLK4 KLKP1 fusion,Homo sapiens (Human),164,A0A5B8NGJ8_KLK4
KLK4,B1GRN1,unreviewed,B1GRN1_HUMAN,Kallikrein,KLK4,Homo sapiens (Human),17,B1GRN1_KLK4
KLK4,M0QYN5,unreviewed,M0QYN5_HUMAN,Kallikrein related peptidase 4,KLK4,Homo sapiens (Human),71,M0QYN5_KLK4
KLK4,Q4VB17,unreviewed,Q4VB17_HUMAN,Kallikrein-related peptidase 4,KLK4,Homo sapiens (Human),254,Q4VB17_KLK4
KLK4,Q4VB18,unreviewed,Q4VB18_HUMAN,KLK4 protein,KLK4,Homo sapiens (Human),94,Q4VB18_KLK4
KLK4,Q5BQA0,unreviewed,Q5BQA0_HUMAN,Kallikrein 4 (EC 3.4.21.-) (Kallikrein related peptidase 4),KLK4,Homo sapiens (Human),75,Q5BQA0_KLK4
KLK4,Q96PT0,unreviewed,Q96PT0_HUMAN,Kallikrein 4 splice variant,KLK4,Homo sapiens (Human),195,Q96PT0_KLK4
KLK4,Q96PT1,unreviewed,Q96PT1_HUMAN,Kallikrein 4 splice variant,KLK4,Homo sapiens (Human),159,Q96PT1_KLK4
KLK5,Q9Y337,reviewed,KLK5_HUMAN,Kallikrein-5 (EC 3.4.21.-) (Kallikrein-like protein 2) (KLK-L2) (Stratum corneum tryptic enzyme),KLK5 SCTE UNQ570/PRO1132,Homo sapiens (Human),293,Q9Y337_KLK5
KLK5,A0A2I2MP48,unreviewed,A0A2I2MP48_HUMAN,Kallikrein-related peptidase 5 transcript variant 5,KLK5 KLK-L2 KLKL2 SCTE,Homo sapiens (Human),219,A0A2I2MP48_KLK5
KLK5,A0A2I2MP49,unreviewed,A0A2I2MP49_HUMAN,Kallikrein-related peptidase 5 transcript variant 6,KLK5 KLK-L2 KLKL2 SCTE,Homo sapiens (Human),246,A0A2I2MP49_KLK5
KLK5,M0QXX2,unreviewed,M0QXX2_HUMAN,Kallikrein related peptidase 5,KLK5,Homo sapiens (Human),205,M0QXX2_KLK5
KLK5,Q6S9W8,unreviewed,Q6S9W8_HUMAN,"Kallikrein 5 isoform 3 preproprotein (Kallikrein 5, isoform CRA_b)",KLK5 hCG_22933,Homo sapiens (Human),204,Q6S9W8_KLK5
KLK6,Q92876,reviewed,KLK6_HUMAN,Kallikrein-6 (EC 3.4.21.-) (Neurosin) (Protease M) (SP59) (Serine protease 18) (Serine protease 9) (Zyme),KLK6 PRSS18 PRSS9,Homo sapiens (Human),244,Q92876_KLK6
KLK6,A0A024R4G5,unreviewed,A0A024R4G5_HUMAN,"Kallikrein 6 (Neurosin, zyme), isoform CRA_c",KLK6 hCG_22934,Homo sapiens (Human),149,A0A024R4G5_KLK6
KLK6,A0A024R4J8,unreviewed,A0A024R4J8_HUMAN,"Kallikrein 6 (Neurosin, zyme), isoform CRA_b",KLK6 hCG_22934,Homo sapiens (Human),244,A0A024R4J8_KLK6
KLK6,A0A1L2BPJ1,unreviewed,A0A1L2BPJ1_HUMAN,Kallikrein-1 isoform 3,KLK1 hK1 Klk6 KLKR,Homo sapiens (Human),234,A0A1L2BPJ1_KLK6
KLK6,A0A1L2BPJ2,unreviewed,A0A1L2BPJ2_HUMAN,Kallikrein-1 isoform 4,KLK1 hK1 Klk6 KLKR,Homo sapiens (Human),160,A0A1L2BPJ2_KLK6
KLK6,A0A2I2MP50,unreviewed,A0A2I2MP50_HUMAN,Kallikrein-related peptidase 6 transcript variant 6,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),120,A0A2I2MP50_KLK6
KLK6,A0A2I2MP51,unreviewed,A0A2I2MP51_HUMAN,Kallikrein-related peptidase 6 transcript variant 7,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),149,A0A2I2MP51_KLK6
KLK6,A0A2I2MP52,unreviewed,A0A2I2MP52_HUMAN,Kallikrein-related peptidase 6 transcript variant 8,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),42,A0A2I2MP52_KLK6
KLK6,A0A2I2MP53,unreviewed,A0A2I2MP53_HUMAN,Kallikrein-related peptidase 6 transcript variant 9,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),138,A0A2I2MP53_KLK6
KLK6,A0A2I2MP54,unreviewed,A0A2I2MP54_HUMAN,Kallikrein-related peptidase 6 transcript variant 10,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),277,A0A2I2MP54_KLK6
KLK6,A0A2I2MP55,unreviewed,A0A2I2MP55_HUMAN,Kallikrein-related peptidase 6 transcript variant 11,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),182,A0A2I2MP55_KLK6
KLK6,M0QYA5,unreviewed,M0QYA5_HUMAN,Kallikrein related peptidase 6,KLK6,Homo sapiens (Human),69,M0QYA5_KLK6
KLK6,Q6JIA6,unreviewed,Q6JIA6_HUMAN,Kallikrein 6 variant 4,KLK6,Homo sapiens (Human),120,Q6JIA6_KLK6
KLK7,P49862,reviewed,KLK7_HUMAN,Kallikrein-7 (hK7) (EC 3.4.21.117) (Serine protease 6) (Stratum corneum chymotryptic enzyme) (hSCCE),KLK7 PRSS6 SCCE,Homo sapiens (Human),253,P49862_KLK7
KLK7,A0A024R4H6,unreviewed,A0A024R4H6_HUMAN,"Kallikrein 7 (Chymotryptic, stratum corneum), isoform CRA_b (Kallikrein D)",KLK7 KLND hCG_22936,Homo sapiens (Human),253,A0A024R4H6_KLK7
KLK7,A0A2H4GDB2,unreviewed,A0A2H4GDB2_HUMAN,Kallikrein-7 isoform 5,KLK7 hK7 PRSS6 SCCE,Homo sapiens (Human),121,A0A2H4GDB2_KLK7
KLK7,A0A2H4GDB6,unreviewed,A0A2H4GDB6_HUMAN,Kallikrein-7 isoform 4,KLK7 hK7 PRSS6 SCCE,Homo sapiens (Human),116,A0A2H4GDB6_KLK7
KLK7,A0A2I2MP50,unreviewed,A0A2I2MP50_HUMAN,Kallikrein-related peptidase 6 transcript variant 6,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),120,A0A2I2MP50_KLK7
KLK7,A0A2I2MP51,unreviewed,A0A2I2MP51_HUMAN,Kallikrein-related peptidase 6 transcript variant 7,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),149,A0A2I2MP51_KLK7
KLK7,A0A2I2MP52,unreviewed,A0A2I2MP52_HUMAN,Kallikrein-related peptidase 6 transcript variant 8,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),42,A0A2I2MP52_KLK7
KLK7,A0A2I2MP53,unreviewed,A0A2I2MP53_HUMAN,Kallikrein-related peptidase 6 transcript variant 9,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),138,A0A2I2MP53_KLK7
KLK7,A0A2I2MP54,unreviewed,A0A2I2MP54_HUMAN,Kallikrein-related peptidase 6 transcript variant 10,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),277,A0A2I2MP54_KLK7
KLK7,A0A2I2MP55,unreviewed,A0A2I2MP55_HUMAN,Kallikrein-related peptidase 6 transcript variant 11,KLK6 Bssp hK6 Klk7 PRSS18 PRSS9 SP59,Homo sapiens (Human),182,A0A2I2MP55_KLK7
KLK7,M0QYU8,unreviewed,M0QYU8_HUMAN,Kallikrein related peptidase 7,KLK7,Homo sapiens (Human),69,M0QYU8_KLK7
KLK7,Q6DTY1,unreviewed,Q6DTY1_HUMAN,Kallikrein 7 splice variant 3 (Kallikrein related peptidase 7),KLK7,Homo sapiens (Human),66,Q6DTY1_KLK7
KLK7,X2J289,unreviewed,X2J289_HUMAN,Kallikrein 7,KLK7,Homo sapiens (Human),232,X2J289_KLK7
KLK7,X2J4X7,unreviewed,X2J4X7_HUMAN,Kallikrein 7,KLK7,Homo sapiens (Human),97,X2J4X7_KLK7
KLK8,O60259,reviewed,KLK8_HUMAN,Kallikrein-8 (hK8) (EC 3.4.21.118) (Neuropsin) (NP) (Ovasin) (Serine protease 19) (Serine protease TADG-14) (Tumor-associated differentially expressed gene 14 protein),KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322,Homo sapiens (Human),260,O60259_KLK8
KLK8,A0A0A0MQY9,unreviewed,A0A0A0MQY9_HUMAN,Kallikrein related peptidase 8,KLK8,Homo sapiens (Human),139,A0A0A0MQY9_KLK8
KLK8,A0A2H4GDA8,unreviewed,A0A2H4GDA8_HUMAN,Kallikrein-8 isoform 6,KLK8 HNP NP NRPN PRSS19 TADG14,Homo sapiens (Human),123,A0A2H4GDA8_KLK8
